"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                    Ratio of the proportion of tertiary students over the proportion of the population by NUTS1 and NUTS2 regions"	"educ_uoe_enrt05"	"dataset"	"10.03.2023"	"10.03.2023"	"2013"	"2021"	
"                    Students enrolled in tertiary education by education level, programme orientation, sex and NUTS2 regions"	"educ_uoe_enrt06"	"dataset"	"10.03.2023"	"10.03.2023"	"2013"	"2021"	
"                    Pupils and students enrolled by education level, sex and NUTS2 regions"	"educ_uoe_enra11"	"dataset"	"10.03.2023"	"10.03.2023"	"2013"	"2021"	
"                    Pupils and students enrolled by sex, age and NUTS2 regions"	"educ_uoe_enra12"	"dataset"	"10.03.2023"	"10.03.2023"	"2013"	"2021"	
"                    Distribution of pupils and students enrolled in general and vocational programmes by education level and NUTS2 regions"	"educ_uoe_enra13"	"dataset"	"10.03.2023"	"10.03.2023"	"2013"	"2021"	
"                    Participation rates of selected age groups in education at regional level"	"educ_uoe_enra14"	"dataset"	"10.03.2023"	"10.03.2023"	"2013"	"2021"	
"                    Participation rates in selected education levels at regional level"	"educ_uoe_enra15"	"dataset"	"10.03.2023"	"10.03.2023"	"2012"	"2021"	
"                    Pupils from age 4 to the starting age of compulsory education at primary level by NUTS2 regions - % of the population of the corresponding age"	"educ_uoe_enra17"	"dataset"	"10.03.2023"	"10.03.2023"	"2013"	"2021"	
"                    Pupils from age 3 to the starting age of compulsory education at primary level by NUTS2 regions - % of the population of the corresponding age"	"educ_uoe_enra22"	"dataset"	"10.03.2023"	"10.03.2023"	"2013"	"2021"	
"                Regional education statistics - ISCED 1997"	"reg_educ_97"	"folder"	" "	" "	" "	" "	
"                    Students by level of education, orientation, sex and NUTS 2 regions"	"educ_renrlrg1"	"dataset"	"15.03.2019"	"13.06.2022"	"1998"	"2012"	
"                    Students by age, sex and NUTS 2 regions"	"educ_renrlrg3"	"dataset"	"15.03.2019"	"13.06.2022"	"1998"	"2012"	
"                    Education indicators by NUTS 2 regions"	"educ_regind"	"dataset"	"15.03.2019"	"13.06.2022"	"1998"	"2012"	
"                Participation rate in education and training (last 4 weeks) by NUTS 2 regions"	"trng_lfse_04"	"dataset"	"15.02.2023"	"15.02.2023"	"2000"	"2021"	
"                Population by educational attainment level, sex and NUTS 2 regions (%)"	"edat_lfse_04"	"dataset"	"15.02.2023"	"15.02.2023"	"2000"	"2021"	
"                Early leavers from education and training by sex and NUTS 2 regions"	"edat_lfse_16"	"dataset"	"15.02.2023"	"15.02.2023"	"2000"	"2021"	
"                Young people neither in employment nor in education and training by sex and NUTS 2 regions (NEET rates)"	"edat_lfse_22"	"dataset"	"15.02.2023"	"15.02.2023"	"2000"	"2021"	
"                Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and NUTS 2 regions"	"edat_lfse_33"	"dataset"	"15.02.2023"	"15.02.2023"	"2000"	"2021"	
"            Regional science and technology statistics"	"reg_sct"	"folder"	" "	" "	" "	" "	
"                R&D expenditure and personnel"	"reg_rd"	"folder"	" "	" "	" "	" "	
"                    R&D personnel and researchers by sector of performance, sex and NUTS 2 regions"	"rd_p_persreg"	"dataset"	"29.03.2023"	"29.03.2023"	"1980"	"2021"	
"                    GERD by sector of performance and NUTS 2 regions"	"rd_e_gerdreg"	"dataset"	"29.03.2023"	"06.03.2023"	"1980"	"2021"	
"                Employment in high technology sectors"	"reg_htec"	"folder"	" "	" "	" "	" "	
"                    Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (1994-2008, NACE Rev. 1.1)"	"htec_emp_reg"	"dataset"	"15.02.2023"	"15.02.2023"	"1999"	"2008"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 2 regions and sex (from 2008 onwards, NACE Rev. 2)"	"htec_emp_reg2"	"dataset"	"16.02.2023"	"16.02.2023"	"2008"	"2021"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (1994-2008, NACE Rev. 1.1)"	"htec_emp_risco"	"dataset"	"15.02.2023"	"15.02.2023"	"1999"	"2008"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and type of occupation (from 2008 onwards, NACE Rev. 2)"	"htec_emp_risco2"	"dataset"	"16.02.2023"	"16.02.2023"	"2008"	"2021"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (1994-2008, NACE Rev. 1.1)"	"htec_emp_risced"	"dataset"	"15.02.2023"	"15.02.2023"	"1999"	"2008"	
"                    Employment in technology and knowledge-intensive sectors by NUTS 1 regions and level of education (from 2008 onwards, NACE Rev. 2)"	"htec_emp_risced2"	"dataset"	"16.02.2023"	"16.02.2023"	"2008"	"2021"	
"                Human Ressources in Science and Technology (HRST)"	"reg_hrst"	"folder"	" "	" "	" "	" "	
"                    HRST by category and NUTS 2 regions"	"hrst_st_rcat"	"dataset"	"15.02.2023"	"15.02.2023"	"1999"	"2021"	
"                    HRST by category, sex and NUTS 1 regions"	"hrst_st_rsex"	"dataset"	"15.02.2023"	"15.02.2023"	"1999"	"2021"	
"                    HRST by category, age and NUTS 1 regions"	"hrst_st_rage"	"dataset"	"15.02.2023"	"15.02.2023"	"1999"	"2021"	
"                    Employed HRST by category, NACE Rev. 1.1 activity and NUTS 1 regions (1994 - 2007)"	"hrst_st_rsec"	"dataset"	"14.04.2021"	"14.04.2021"	"1999"	"2008"	
"                    Employed HRST by category, NACE Rev. 2 activity and NUTS 1 regions"	"hrst_st_rsec2"	"dataset"	"15.02.2023"	"15.02.2023"	"2008"	"2021"	
"                Intellectual property rights"	"reg_ipr"	"folder"	" "	" "	" "	" "	
"                    Patent"	"reg_pat"	"folder"	" "	" "	" "	" "	
"                        Patent applications to the EPO by priority year by NUTS 3 regions"	"pat_ep_rtot"	"dataset"	"29.04.2016"	"08.02.2021"	"1977"	"2012"	
"                        Patent applications to the EPO by priority year by NUTS 3 regions, international patent classification (IPC) sections and classes"	"pat_ep_ripc"	"dataset"	"29.04.2016"	"08.02.2021"	"1977"	"2012"	
"                        High-tech patent applications to the EPO by priority year by NUTS 3 regions"	"pat_ep_rtec"	"dataset"	"29.04.2016"	"08.02.2021"	"1977"	"2012"	
"                    Community trade marks (CTM)"	"reg_ipr_t"	"folder"	" "	" "	" "	" "	
"                        European Union trade mark (EUTM) applications by NUTS 3 regions"	"ipr_ta_reg"	"dataset"	"20.12.2016"	"08.02.2021"	"1996"	"2016"	
"                        European Union trade mark (EUTM) applications per billion GDP by NUTS 3 regions"	"ipr_ta_gdpr"	"dataset"	"20.12.2016"	"08.02.2021"	"2000"	"2014"	
"                        European Union trade mark (EUTM) applications per million population by NUTS 3 regions"	"ipr_ta_popr"	"dataset"	"20.12.2016"	"08.02.2021"	"1996"	"2015"	
"                    Community design (CD)"	"reg_ipr_d"	"folder"	" "	" "	" "	" "	
"                        Community design (CD) applications by NUTS 3 regions"	"ipr_da_reg"	"dataset"	"20.12.2016"	"08.02.2021"	"2003"	"2016"	
"                        Community design (CD) applications per billion GDP by NUTS 3 regions"	"ipr_da_gdpr"	"dataset"	"20.12.2016"	"08.02.2021"	"2003"	"2014"	
"                        Community design (CD) applications per million population by NUTS 3 regions"	"ipr_da_popr"	"dataset"	"20.12.2016"	"08.02.2021"	"2003"	"2015"	
"                        Community designs (CD) by NUTS 3 regions"	"ipr_dfa_reg"	"dataset"	"20.12.2016"	"08.02.2021"	"2003"	"2016"	
"                        Registered Community designs (RCD) by NUTS 3 regions"	"ipr_dr_reg"	"dataset"	"20.12.2016"	"08.02.2021"	"2003"	"2016"	
"            Regional structural business statistics"	"reg_sbs"	"folder"	" "	" "	" "	" "	
"                SBS data by NUTS 2 regions and NACE Rev. 2 (from 2008 onwards)"	"sbs_r_nuts06_r2"	"dataset"	"15.03.2023"	"27.10.2022"	"2008"	"2020"	
"                Multiannual statistics for distributive trades (NACE Rev. 2, G) by NUTS 2 regions"	"sbs_r_3k_my_r2"	"dataset"	"24.05.2019"	"08.02.2021"	"2009"	"2014"	
"                SBS data by NUTS 2 regions (NUTS 2006) and NACE Rev. 1.1 (1995-2007)"	"sbs_r_nuts03"	"dataset"	"27.10.2022"	"08.02.2021"	"1995"	"2007"	
"                Number of local units, persons employed and wages and salaries by NUTS 2 regions"	"sbs_cre_rreg"	"dataset"	"06.10.2010"	"08.02.2021"	"1997"	"2007"	
"                Multi yearly statistics by NUTS 2 regions (NUTS 2006)"	"sbs_r_3f_my"	"dataset"	"10.09.2009"	"08.02.2021"	"1999"	"2004"	
"            Regional business demography"	"reg_bd"	"folder"	" "	" "	" "	" "	
"                Business demography and high growth enterprise by NACE Rev. 2 and NUTS 3 regions"	"bd_hgnace2_r3"	"dataset"	"07.12.2022"	"30.11.2022"	"2008"	"2020"	
"                Business demography by size class and NUTS 3 regions"	"bd_size_r3"	"dataset"	"07.12.2022"	"30.11.2022"	"2008"	"2020"	
"                Employer business demography by NACE Rev. 2 and NUTS 3 regions"	"bd_enace2_r3"	"dataset"	"07.12.2022"	"30.11.2022"	"2008"	"2020"	
"                Employer business demography by size class and NUTS 3 regions"	"bd_esize_r3"	"dataset"	"07.12.2022"	"28.06.2022"	"2008"	"2019"	
"            Regional health statistics"	"reg_hlth"	"folder"	" "	" "	" "	" "	
"                Causes of death"	"reg_hlth_cdeath"	"folder"	" "	" "	" "	" "	
"                    Causes of death - crude death rate by NUTS 2 region of residence"	"hlth_cd_acdr2"	"dataset"	"13.04.2023"	"07.03.2023"	"2011"	"2020"	
"                    Causes of death - absolute number"	"hlth_cd_anr"	"dataset"	"17.04.2020"	"08.02.2021"	"1994"	"2010"	
"                    Causes of death by NUTS 2 regions - crude death rate"	"hlth_cd_acdr"	"dataset"	"17.04.2020"	"08.02.2021"	"1994"	"2010"	
"                    Causes of death by NUTS 2 regions - standardised death rate, 3 year average"	"hlth_cd_ysdr1"	"dataset"	"19.03.2019"	"08.02.2021"	"1996"	"2010"	
"                    Causes of death by NUTS 2 regions - crude death rate, 3 year average - females"	"hlth_cd_ycdrf"	"dataset"	"19.03.2019"	"08.02.2021"	"1996"	"2010"	
"                    Causes of death by NUTS 2 regions - crude death rate, 3 year average - males"	"hlth_cd_ycdrm"	"dataset"	"19.03.2019"	"08.02.2021"	"1996"	"2010"	
"                    Causes of death by NUTS 2 regions - crude death rate, 3 year average - total"	"hlth_cd_ycdrt"	"dataset"	"19.03.2019"	"08.02.2021"	"1998"	"2010"	
"                    Causes of death by NUTS 2 regions - absolute number, 3 year average - females"	"hlth_cd_ynrf"	"dataset"	"19.03.2019"	"08.02.2021"	"1998"	"2010"	
"                    Causes of death by NUTS 2 regions - absolute number, 3 year average - males"	"hlth_cd_ynrm"	"dataset"	"19.03.2019"	"08.02.2021"	"1998"	"2010"	
"                    Causes of death by NUTS 2 regions - absolute number, 3 year average - total"	"hlth_cd_ynrt"	"dataset"	"19.03.2019"	"08.02.2021"	"1998"	"2010"	
"                    Causes of death - deaths by NUTS 2 region of residence and occurrence, 3 year average"	"hlth_cd_yro"	"dataset"	"25.11.2022"	"25.11.2022"	"2013"	"2017"	
"                    Causes of death - standardised death rate by NUTS 2 region of residence, 3 year average"	"hlth_cd_ysdr2"	"dataset"	"30.09.2022"	"14.10.2021"	"2013"	"2017"	
"                    Causes of death - crude death rate by NUTS 2 regions of residence, 3 year average"	"hlth_cd_ycdr2"	"dataset"	"30.09.2022"	"14.10.2021"	"2013"	"2017"	
"                    Causes of death - years and potential years of life lost by NUTS 2 regions of residence, 3 year average"	"hlth_cd_ypyll"	"dataset"	"30.09.2022"	"14.10.2021"	"2013"	"2017"	
"                    Causes of death - infant mortality by NUTS 2 region of residence, 3 year average"	"hlth_cd_yinfr"	"dataset"	"30.09.2022"	"14.10.2021"	"2013"	"2017"	
"                    Causes of death - infant mortality by NUTS 2 region of occurrence, 3 year average"	"hlth_cd_yinfo"	"dataset"	"30.09.2022"	"14.10.2021"	"2013"	"2017"	
"                    Peri-neonatal mortality by age of mother and parity, by NUTS2 region of residence and occurrence, 3 year average"	"hlth_cd_yperro"	"dataset"	"03.10.2022"	"14.10.2021"	"2013"	"2017"	
"                    Fetal, peri- and neonatal mortality rates by NUTS 2 region of occurrence, 3 year average"	"hlth_cd_yperrto"	"dataset"	"30.09.2022"	"14.10.2021"	"2013"	"2017"	
"                Health care: resources and patients (non-expenditure data)"	"reg_hlth_care"	"folder"	" "	" "	" "	" "	
"                    Health personnel by NUTS 2 regions - historical data (1993-2021)"	"hlth_rs_prsrg"	"dataset"	"20.12.2022"	"12.07.2022"	"1993"	"2021"	
"                    Hospital beds by NUTS 2 regions"	"hlth_rs_bdsrg"	"dataset"	"20.12.2022"	"12.07.2022"	"1993"	"2021"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, in-patients, total number - total"	"hlth_co_disch1t"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, in-patients, total number - males"	"hlth_co_disch1m"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis, NUTS 2 regions, in-patients and total number - females"	"hlth_co_disch1f"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, in-patients, per 100 000 inhabitants - total"	"hlth_co_disch2t"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, in-patients, per 100 000 inhabitants - males"	"hlth_co_disch2m"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, in-patients, per 100 000 inhabitants - females"	"hlth_co_disch2f"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, day cases, total number - total"	"hlth_co_disch3t"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, day cases, total number - males"	"hlth_co_disch3m"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, day cases, total number - females"	"hlth_co_disch3f"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, day cases, per 100 000 inhabitants - total"	"hlth_co_disch4t"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, day cases, per 100 000 inhabitants - males"	"hlth_co_disch4m"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    Hospital discharges by diagnosis and NUTS 2 regions, day cases, per 100 000 inhabitants - females"	"hlth_co_disch4f"	"dataset"	"10.02.2023"	"26.10.2022"	"2000"	"2020"	
"                    In-patient average length of stay (days) by NUTS 2 regions - total"	"hlth_co_inpstt"	"dataset"	"10.02.2023"	"26.10.2022"	"1999"	"2020"	
"                    In-patient average length of stay (days) by NUTS 2 regions - males"	"hlth_co_inpstm"	"dataset"	"10.02.2023"	"26.10.2022"	"1999"	"2020"	
"                    In-patient average length of stay (days) by NUTS 2 regions - females"	"hlth_co_inpstf"	"dataset"	"10.02.2023"	"26.10.2022"	"1999"	"2020"	
"                    Hospital days of in-patients by NUTS 2 regions - total"	"hlth_co_hosdayt"	"dataset"	"10.02.2023"	"26.10.2022"	"1999"	"2020"	
"                    Hospital days of in-patients by NUTS 2 regions - males"	"hlth_co_hosdaym"	"dataset"	"10.02.2023"	"26.10.2022"	"1999"	"2020"	
"                    Hospital days of in-patients by NUTS 2 regions - females"	"hlth_co_hosdayf"	"dataset"	"10.02.2023"	"26.10.2022"	"1999"	"2020"	
"                    Long-term care beds in nursing and residential care facilities by NUTS 2 regions - historical data (1980-2021)"	"hlth_rs_bdsns"	"dataset"	"12.07.2022"	"12.07.2022"	"1980"	"2021"	
"                    Prevalence of disability by sex, economic activity (NACE Rev. 1) and NUTS 2 regions"	"hlth_db_emrena"	"dataset"	"26.03.2009"	"08.02.2021"	"2002"	"2002"	
"            Regional tourism statistics"	"reg_tour"	"folder"	" "	" "	" "	" "	
